"DateTime","Final price","Historical Low"
"2022-08-04 14:05:02",14.39,14.39
"2022-08-11 17:03:05",17.99,14.39
"2022-09-19 17:23:42",14.39,14.39
"2022-09-26 17:24:33",17.99,14.39
"2022-10-25 17:19:58",14.39,14.39
"2022-11-08 17:05:02",17.99,14.39
"2022-11-22 18:13:00",12.59,12.59
"2022-11-29 18:25:46",17.99,12.59
"2022-12-22 18:33:58",12.59,12.59
"2023-01-05 18:26:15",17.99,12.59
"2023-01-19 20:01:03",11.87,11.87
"2023-02-02 18:03:19",17.99,11.87
"2023-03-13 17:23:28",10.79,10.79
"2023-03-23 17:25:47",17.99,10.79
"2023-04-17 17:23:34",10.79,10.79
"2023-04-24 17:24:07",17.99,10.79
"2023-05-25 17:03:22",10.79,10.79
"2023-06-01 17:03:26",17.99,10.79
"2023-06-29 17:31:24",10.79,10.79
"2023-07-13 17:26:08",17.99,10.79
"2023-07-26 17:02:26",12.99,10.79
"2023-07-28 17:03:21",17.99,10.79
"2023-08-03 17:03:12",8.99,8.99
"2023-08-10 17:05:10",17.99,8.99
"2023-08-14 17:40:04",19.99,8.99
"2023-09-13 17:02:59",9.99,8.99
"2023-09-18 17:23:53",19.99,8.99
"2023-10-05 17:03:37",17.09,8.99
"2023-10-11 07:01:03",19.99,8.99
"2023-10-19 15:05:02",9.99,8.99
"2023-11-02 15:05:02",19.99,8.99
"2023-11-21 18:22:20",9.99,8.99
"2023-11-28 18:31:55",19.99,8.99
"2023-12-02 18:02:36",9.99,8.99
"2023-12-15 18:02:26",19.99,8.99
"2023-12-21 18:12:56",9.99,8.99
"2024-01-04 18:33:43",19.99,8.99
"2024-02-06 18:02:51",9.99,8.99
"2024-02-20 18:02:38",19.99,8.99
"2024-03-14 17:46:37",9.99,8.99
"2024-03-21 17:31:57",19.99,8.99
"2024-03-25 17:23:37",14.94,8.99
"2024-03-26 17:02:27",18.21,8.99
"2024-04-01 17:24:01",19.99,8.99
"2024-04-08 17:24:04",6.79,6.79
"2024-04-15 17:24:07",19.99,6.79
"2024-05-23 17:03:26",9.99,6.79
"2024-05-30 17:03:17",19.99,6.79
"2024-06-27 17:55:11",6.79,6.79
"2024-07-11 17:31:41",19.99,6.79
"2024-08-08 17:03:13",7.99,6.79
"2024-08-15 17:03:09",19.99,6.79
"2024-09-26 19:05:02",6.79,6.79
"2024-10-03 21:05:03",19.99,6.79
"2024-11-11 18:23:18",6.79,6.79
"2024-11-25 18:23:19",19.99,6.79
"2024-11-27 18:29:09",6.79,6.79
"2024-12-04 18:31:59",19.99,6.79
"2024-12-19 20:30:38",6.79,6.79
"2025-01-02 19:01:30",19.99,6.79
"2025-02-06 19:05:02",6.79,6.79
"2025-02-19 19:05:03",19.99,6.79
"2025-03-13 17:16:23",6.79,6.79
"2025-03-20 18:01:20",19.99,6.79
"2025-04-07 17:21:11",5.99,5.99
"2025-04-12 22:31:27",5.99,5.99
"2025-04-12 22:31:27",,5.99
